region,province,daire,type,parti,candidat,voix,sieges
"الرباط -سلا -القنيطرة","القنيطرة","الغرب","محلية","حزب الأصالة والمعاصرة","عبد العزيز  بوحسيني","15693","1"
"الرباط -سلا -القنيطرة","القنيطرة","الغرب","محلية","حزب الاستقلال","قاسم بدوي","8259",""
"الرباط -سلا -القنيطرة","القنيطرة","الغرب","محلية","حزب العدالة والتنمية","ابراهيم الشويخ","7770",""
"الرباط -سلا -القنيطرة","القنيطرة","الغرب","محلية","حزب الحركة الشعبية","علال الهلالى","5161",""
"الرباط -سلا -القنيطرة","القنيطرة","الغرب","محلية","حزب الحركة الديمقراطية الاجتماعية","ادريس كحيل","2644",""
"الرباط -سلا -القنيطرة","القنيطرة","الغرب","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","عبد الرحيم عميد","2001",""
"الرباط -سلا -القنيطرة","القنيطرة","الغرب","محلية","حزب التقدم والاشتراكية","الصديق نشاط","921",""
"الرباط -سلا -القنيطرة","القنيطرة","الغرب","محلية","حزب البيئة والتنمية المستدامة","محمد العدناني","621",""
"الرباط -سلا -القنيطرة","القنيطرة","الغرب","محلية"," حزب النهضة والفضيلة","زكرياء الزاهية","420",""
"الرباط -سلا -القنيطرة","القنيطرة","الغرب","محلية","الحزب الاشتراكي الموحد","كريم قرداس","385",""
"الرباط -سلا -القنيطرة","القنيطرة","الغرب","محلية","حزب العمل","عبد الرحيم العيوج","371",""
"الرباط -سلا -القنيطرة","القنيطرة","الغرب","محلية","حزب الاتحاد المغربي للديمقراطية","سعيدة الهواري","200",""
"الرباط -سلا -القنيطرة","القنيطرة","الغرب","محلية","حزب الإنصاف","سومية الصباغ","158",""
"الرباط -سلا -القنيطرة","القنيطرة","الغرب","محلية","حزب الشورى والاستقلال","محمد العيساوي","144",""
"الرباط -سلا -القنيطرة","سيدي قاسم","سيدي قاسم","محلية","حزب التجمع الوطني للأحرار","احمد  الغزوي","41980","1"
"الرباط -سلا -القنيطرة","سيدي قاسم","سيدي قاسم","محلية","حزب الحركة الشعبية","عبد النبي عيدودي","24996","1"
"الرباط -سلا -القنيطرة","سيدي قاسم","سيدي قاسم","محلية","حزب الأصالة والمعاصرة","السعد ابن زروال","22492","1"
"الرباط -سلا -القنيطرة","سيدي قاسم","سيدي قاسم","محلية","حزب الاستقلال","محمد الحافظ","21913","1"
"الرباط -سلا -القنيطرة","سيدي قاسم","سيدي قاسم","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","محمد لعسل","21466","1"
"الرباط -سلا -القنيطرة","سيدي قاسم","سيدي قاسم","محلية","حزب الاتحاد الدستوري","عبد الرحمان حرفي","10801",""
"الرباط -سلا -القنيطرة","سيدي قاسم","سيدي قاسم","محلية","حزب العدالة والتنمية","عبد اللـه بنعبد السلام","5834",""
"الرباط -سلا -القنيطرة","سيدي قاسم","سيدي قاسم","محلية","حزب التقدم والاشتراكية","عبد النبي سليكان","5111",""
"الرباط -سلا -القنيطرة","سيدي قاسم","سيدي قاسم","محلية","الحزب المغربي الحر","مراد جعفر","3202",""
"الرباط -سلا -القنيطرة","سيدي قاسم","سيدي قاسم","محلية","تحالف فيدرالية اليسار ","محمد مرابط ","1343",""
"الرباط -سلا -القنيطرة","سيدي قاسم","سيدي قاسم","محلية","حزب البيئة والتنمية المستدامة","حدو ازكاغ","508",""
"الرباط -سلا -القنيطرة","سيدي قاسم","سيدي قاسم","محلية","حزب الخضر المغربي","نجية بلحمر","298",""
"الرباط -سلا -القنيطرة","سيدي قاسم","سيدي قاسم","محلية"," حزب النهضة والفضيلة","امحمد لهلالية","227",""
"الرباط -سلا -القنيطرة","سيدي قاسم","سيدي قاسم","محلية","حزب الشورى والاستقلال","محمد العرابي","76",""
"الرباط -سلا -القنيطرة","سيدي قاسم","سيدي قاسم","محلية","حزب الديمقراطيين الجدد","اسماعيل بنعرطة","48",""
"العيون- الساقية الحمراء","العيون","العيون","محلية","حزب الاستقلال","مولاي حمدي ولد الرشيد","47548","1"
"العيون- الساقية الحمراء","العيون","العيون","محلية","حزب الأصالة والمعاصرة","سيدي محمد سالم الجماني","17675","1"
"العيون- الساقية الحمراء","العيون","العيون","محلية","حزب التجمع الوطني للأحرار","محمد عياش","8198","1"
"العيون- الساقية الحمراء","العيون","العيون","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","محمد الرزمة","4918",""
"العيون- الساقية الحمراء","العيون","العيون","محلية","حزب الحركة الشعبية","لحسن المتوكل","1724",""
"العيون- الساقية الحمراء","العيون","العيون","محلية"," حزب النهضة والفضيلة","محمد مصطفى ضالع","1623",""
"العيون- الساقية الحمراء","العيون","العيون","محلية","حزب الاتحاد الدستوري","علي معطلا","1282",""
"العيون- الساقية الحمراء","العيون","العيون","محلية","حزب العدالة والتنمية","محمد لمين ديدة","810",""
"العيون- الساقية الحمراء","العيون","العيون","محلية","حزب التقدم والاشتراكية","محمد الجامعي","604",""
"العيون- الساقية الحمراء","العيون","العيون","محلية","حزب الخضر المغربي","لحسن لعروصي","502",""
"العيون- الساقية الحمراء","العيون","العيون","محلية","حزب المجتمع الديمقراطي","الحافظ بنمان","374",""
"العيون- الساقية الحمراء","العيون","العيون","محلية","حزب جبهة القوى الديمقراطية","ابراهيم بلالي","364",""
"العيون- الساقية الحمراء","العيون","العيون","محلية","الحزب المغربي الحر","حم لمين بوصولة","320",""
"العيون- الساقية الحمراء","العيون","العيون","محلية","الحزب الديمقراطي الوطني","عبيد الطيار","294",""
"العيون- الساقية الحمراء","العيون","العيون","محلية","حزب الإصلاح والتنمية","سعيد ابوخام","251",""
"العيون- الساقية الحمراء","العيون","العيون","محلية","حزب الشورى والاستقلال","محمد ودعي","236",""
"العيون- الساقية الحمراء","العيون","العيون","محلية","تحالف فيدرالية اليسار ","زكرياء العباسي","213",""
"العيون- الساقية الحمراء","العيون","العيون","محلية","حزب الحركة الديمقراطية الاجتماعية","عبد القادر لمزوق","207",""
"العيون- الساقية الحمراء","العيون","العيون","محلية","حزب الإنصاف","محمد علي بلا","196",""
"العيون- الساقية الحمراء","العيون","العيون","محلية","حزب الوحدة والديمقراطية","الطاهر فراح","160",""
"العيون- الساقية الحمراء","العيون","العيون","محلية","الحزب الاشتراكي الموحد","ادريس احنكيرة","135",""
"العيون- الساقية الحمراء","العيون","العيون","محلية","حزب الاتحاد المغربي للديمقراطية","محمد امريزيك","116",""
"العيون- الساقية الحمراء","العيون","العيون","محلية","حزب الوسط الاجتماعي","سيدي النوف بوحلا","56",""
"العيون- الساقية الحمراء","بوجدور","بوجدور","محلية","حزب التجمع الوطني للأحرار","سيدي ابراهيم خي","6493","1"
"العيون- الساقية الحمراء","بوجدور","بوجدور","محلية","حزب الاستقلال","عبد العزيز ابا","5897","1"
"العيون- الساقية الحمراء","بوجدور","بوجدور","محلية","حزب الأصالة والمعاصرة","عبد الله اد بدا","4211",""
"العيون- الساقية الحمراء","بوجدور","بوجدور","محلية","حزب جبهة القوى الديمقراطية","احمدناه ابيه","1103",""
"العيون- الساقية الحمراء","بوجدور","بوجدور","محلية","الحزب المغربي الحر","محمد قدوري","579",""
"العيون- الساقية الحمراء","بوجدور","بوجدور","محلية","حزب الاتحاد الدستوري","سيدي الخليل هيدالة","427",""
"العيون- الساقية الحمراء","بوجدور","بوجدور","محلية","حزب العدالة والتنمية","مصطفى بن بلال","247",""
"العيون- الساقية الحمراء","بوجدور","بوجدور","محلية","حزب التقدم والاشتراكية","سيد ابراهيم حيماد","160",""
"العيون- الساقية الحمراء","بوجدور","بوجدور","محلية","تحالف فيدرالية اليسار ","ابراهيم العياشي","117",""
"العيون- الساقية الحمراء","بوجدور","بوجدور","محلية","حزب الديمقراطيين الجدد","عبد الرحمان الخادمية","55",""
"العيون- الساقية الحمراء","بوجدور","بوجدور","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","حبدي انصار","35",""
"العيون- الساقية الحمراء","بوجدور","بوجدور","محلية","حزب الخضر المغربي","حسنا بوصولة","15",""
"مراكش- آسفي","شيشاوة","شيشاوة","محلية","حزب الأصالة والمعاصرة","مولاي هشام المهاجري","51689","1"
"مراكش- آسفي","شيشاوة","شيشاوة","محلية","حزب الحركة الشعبية","عواض اعمارة","21110","1"
"مراكش- آسفي","شيشاوة","شيشاوة","محلية","حزب التجمع الوطني للأحرار","عبد الرحمان رابح","20082","1"
"مراكش- آسفي","شيشاوة","شيشاوة","محلية","حزب الاستقلال","حسين ايت اولحيان","15376","1"
"مراكش- آسفي","شيشاوة","شيشاوة","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","محمد بلفقيه","12290",""
"مراكش- آسفي","شيشاوة","شيشاوة","محلية","حزب الاتحاد الدستوري","سفيان جناح","10468",""
"مراكش- آسفي","شيشاوة","شيشاوة","محلية","حزب العدالة والتنمية","حمز الصوفي","3145",""
"مراكش- آسفي","شيشاوة","شيشاوة","محلية","حزب التقدم والاشتراكية","عبد السلام عيلا","2151",""
"مراكش- آسفي","شيشاوة","شيشاوة","محلية","حزب جبهة القوى الديمقراطية","الحسين  برهيش","1027",""
"مراكش- آسفي","شيشاوة","شيشاوة","محلية","الحزب الاشتراكي الموحد","عبد الحكيم الرزيكي","437",""
"مراكش- آسفي","الحوز","الحوز","محلية","حزب التجمع الوطني للأحرار","سعيد لكورش","64255","1"
"مراكش- آسفي","الحوز","الحوز","محلية","حزب الاستقلال","محمد ادموسى","32192","1"
"مراكش- آسفي","الحوز","الحوز","محلية","حزب الأصالة والمعاصرة","احمد تويزي","30407","1"
"مراكش- آسفي","الحوز","الحوز","محلية","حزب الاتحاد الدستوري","ابراهيم اتكارت","26724","1"
"مراكش- آسفي","الحوز","الحوز","محلية","حزب التقدم والاشتراكية","عبد الصادق الازهري","19850",""
"مراكش- آسفي","الحوز","الحوز","محلية","حزب الحركة الشعبية","عبدالعزيز ايت عدي","8024",""
"مراكش- آسفي","الحوز","الحوز","محلية","حزب العدالة والتنمية","صالح نجمي","4528",""
"مراكش- آسفي","الحوز","الحوز","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","لحسن ايت زيدان","2139",""
"مراكش- آسفي","الحوز","الحوز","محلية","حزب الأمل","عبد العزيز ابرام","304",""
"مراكش- آسفي","الحوز","الحوز","محلية","حزب النهضة","سعيد الكوجي","284",""
"مراكش- آسفي","قلعة السراغنة","قلعة السراغنة","محلية","حزب التجمع الوطني للأحرار","المختار بنفائدة","34567","1"
"مراكش- آسفي","قلعة السراغنة","قلعة السراغنة","محلية","حزب الاستقلال","العياشي الفرفار","24279","1"
"مراكش- آسفي","قلعة السراغنة","قلعة السراغنة","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","نور الدين ايت الحاج","21325","1"
"مراكش- آسفي","قلعة السراغنة","قلعة السراغنة","محلية","حزب الأصالة والمعاصرة","عبد الرحيم واعمرو","20607","1"
"مراكش- آسفي","قلعة السراغنة","قلعة السراغنة","محلية","حزب الاتحاد الدستوري","احمد التومي","17597",""
"مراكش- آسفي","قلعة السراغنة","قلعة السراغنة","محلية","حزب التقدم والاشتراكية","عبد الرزاق الورزازي","14332",""
"مراكش- آسفي","قلعة السراغنة","قلعة السراغنة","محلية","حزب الحركة الديمقراطية الاجتماعية","عبدالهادي لغراري","10680",""
"مراكش- آسفي","قلعة السراغنة","قلعة السراغنة","محلية","حزب العدالة والتنمية","رشيد الباسيط","4909",""
"مراكش- آسفي","قلعة السراغنة","قلعة السراغنة","محلية","حزب الحركة الشعبية","عبد العالي محمد هلالي","1527",""
"مراكش- آسفي","قلعة السراغنة","قلعة السراغنة","محلية","تحالف فيدرالية اليسار ","الحسن لغليمي","1212",""
"مراكش- آسفي","قلعة السراغنة","قلعة السراغنة","محلية","الحزب الاشتراكي الموحد","محمد لشهب","567",""
"مراكش- آسفي","قلعة السراغنة","قلعة السراغنة","محلية","حزب الأمل","مراد البوعناني ","364",""
"مراكش- آسفي","قلعة السراغنة","قلعة السراغنة","محلية","الحزب المغربي الحر","محمد حداش","326",""
"مراكش- آسفي","قلعة السراغنة","قلعة السراغنة","محلية","حزب الخضر المغربي","عبد الله خدير","313",""
"مراكش- آسفي","قلعة السراغنة","قلعة السراغنة","محلية","حزب الديمقراطيين الجدد","عبدالرزاق القرقوري","281",""
"مراكش- آسفي","قلعة السراغنة","قلعة السراغنة","محلية","حزب الوسط الاجتماعي","عزيز الوازي","133",""
"مراكش- آسفي","الصويرة","الصويرة","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","محمد ملال","34343","1"
"مراكش- آسفي","الصويرة","الصويرة","محلية","حزب التجمع الوطني للأحرار","محمد جني","30553","1"
"مراكش- آسفي","الصويرة","الصويرة","محلية","حزب الاستقلال","عزيز الفيدي","23092","1"
"مراكش- آسفي","الصويرة","الصويرة","محلية","حزب التقدم والاشتراكية","سعيد ادبعلي","22178","1"
"مراكش- آسفي","الصويرة","الصويرة","محلية","حزب الأصالة والمعاصرة","اسماء الشعبي","21209",""
"مراكش- آسفي","الصويرة","الصويرة","محلية","حزب الديمقراطيين الجدد","محمد اد ياسين","3675",""
"مراكش- آسفي","الصويرة","الصويرة","محلية","حزب العدالة والتنمية","سامي الخرواع","2003",""
"مراكش- آسفي","الصويرة","الصويرة","محلية","تحالف فيدرالية اليسار ","عز الدين بوسان","1383",""
"مراكش- آسفي","الصويرة","الصويرة","محلية","حزب الحرية والعدالة الاجتماعية","مصطفى  الورضي","840",""
"مراكش- آسفي","الصويرة","الصويرة","محلية","الحزب المغربي الحر","سمية جلتي","671",""
"مراكش- آسفي","الصويرة","الصويرة","محلية","حزب الحركة الشعبية","نعيمة الشكير","563",""
"مراكش- آسفي","الصويرة","الصويرة","محلية","حزب الأمل","محمد مسوس","381",""
"مراكش- آسفي","الصويرة","الصويرة","محلية","حزب الحركة الديمقراطية الاجتماعية","خليد اصيل","369",""
"مراكش- آسفي","الصويرة","الصويرة","محلية","حزب المجتمع الديمقراطي","طارق زياد","344",""
"مراكش- آسفي","الصويرة","الصويرة","محلية","حزب الوسط الاجتماعي","عبدالنبي ايت بن داوود","319",""
"مراكش- آسفي","الصويرة","الصويرة","محلية","حزب جبهة القوى الديمقراطية","احمد جوي","176",""
"فاس- مكناس","الحاجب","الحاجب","محلية","حزب الاستقلال","لحسن العمود","23569","1"
"فاس- مكناس","الحاجب","الحاجب","محلية","حزب التجمع الوطني للأحرار","وحيد حكيم","21115","1"
"فاس- مكناس","الحاجب","الحاجب","محلية","حزب التقدم والاشتراكية","محمد بنصاط","9922",""
"فاس- مكناس","الحاجب","الحاجب","محلية","حزب الأصالة والمعاصرة","عبدالحق الصبري","7147",""
"فاس- مكناس","الحاجب","الحاجب","محلية","حزب الحركة الشعبية","خالد والحاج","5164",""
"فاس- مكناس","الحاجب","الحاجب","محلية","حزب العدالة والتنمية","مراد  صحصح ","4626",""
"فاس- مكناس","الحاجب","الحاجب","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","عبد الكامل مكوار","2740",""
"فاس- مكناس","الحاجب","الحاجب","محلية","الحزب الاشتراكي الموحد","اسماء زعيم","1394",""
"فاس- مكناس","الحاجب","الحاجب","محلية","حزب البيئة والتنمية المستدامة","خالد البوشيخي","762",""
"فاس- مكناس","الحاجب","الحاجب","محلية","حزب الحركة الديمقراطية الاجتماعية","العلاوي سعيد","711",""
"فاس- مكناس","الحاجب","الحاجب","محلية","تحالف فيدرالية اليسار ","ادريس بولجاوي","543",""
"فاس- مكناس","الحاجب","الحاجب","محلية","حزب الوسط الاجتماعي","ادريس سادن","402",""
"فاس- مكناس","الحاجب","الحاجب","محلية","حزب الإنصاف","طارق بوستاتين","273",""
"فاس- مكناس","الحاجب","الحاجب","محلية","حزب الخضر المغربي","حميد فاضيلي","262",""
"فاس- مكناس","الحاجب","الحاجب","محلية","حزب الشورى والاستقلال","محمد نجيب  البهجاوي","182",""
"فاس- مكناس","الحاجب","الحاجب","محلية","حزب العمل","بنعيسى زروال","16",""
"فاس- مكناس","ايفران","إفران","محلية","حزب التجمع الوطني للأحرار","عبد الرزاق هاشيمي","19595","1"
"فاس- مكناس","ايفران","إفران","محلية","حزب الحركة الشعبية","محمد والزين","17400","1"
"فاس- مكناس","ايفران","إفران","محلية","حزب الاستقلال","محمد والطالب","8010",""
"فاس- مكناس","ايفران","إفران","محلية","حزب الأصالة والمعاصرة","مصطفى اوزير","1363",""
"فاس- مكناس","ايفران","إفران","محلية","حزب العدالة والتنمية","اعمر اجبري","1002",""
"فاس- مكناس","ايفران","إفران","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","تورية اشعيبي","850",""
"فاس- مكناس","ايفران","إفران","محلية","حزب التقدم والاشتراكية","مولاي هشام بوحميدي العلوي","728",""
"فاس- مكناس","ايفران","إفران","محلية","حزب الأمل","عبداللطيف منيوي","437",""
"فاس- مكناس","ايفران","إفران","محلية","حزب الوسط الاجتماعي","محمد كزار","423",""
"فاس- مكناس","ايفران","إفران","محلية","حزب جبهة القوى الديمقراطية","مراد عابيدي","391",""
"فاس- مكناس","ايفران","إفران","محلية","حزب الاتحاد الدستوري","الحسين رامي","365",""
"فاس- مكناس","ايفران","إفران","محلية","حزب الديمقراطيين الجدد","محمد لزهر","307",""
"فاس- مكناس","ايفران","إفران","محلية","حزب الإنصاف","اسماء بشكارم","300",""
"فاس- مكناس","ايفران","إفران","محلية","حزب الخضر المغربي","ميلود بوحسوس","204",""
"فاس- مكناس","ايفران","إفران","محلية","حزب الشورى والاستقلال","ادريس حمان","90",""
"فاس- مكناس","ايفران","إفران","محلية","حزب الاتحاد المغربي للديمقراطية","الحسن ايت الحو","49",""
"فاس- مكناس","ايفران","إفران","محلية","حزب الحرية والعدالة الاجتماعية","زكرياء الكمري","19",""
"فاس- مكناس","ايفران","إفران","محلية","حزب العمل","محمد هشام لحلو","11",""
"بني ملال -خنيفرة","خنيفرة","خنيفرة","محلية","حزب التجمع الوطني للأحرار","محمد بادو","32591","1"
"بني ملال -خنيفرة","خنيفرة","خنيفرة","محلية","حزب الحركة الشعبية","ابراهيم اعبا","23555","1"
"بني ملال -خنيفرة","خنيفرة","خنيفرة","محلية","حزب الاستقلال","صالح اوغبال","12941","1"
"بني ملال -خنيفرة","خنيفرة","خنيفرة","محلية","حزب الأصالة والمعاصرة","حمان باحسين","12767",""
"بني ملال -خنيفرة","خنيفرة","خنيفرة","محلية","حزب الحركة الديمقراطية الاجتماعية","نبيل صبري","7316",""
"بني ملال -خنيفرة","خنيفرة","خنيفرة","محلية","حزب الاتحاد الدستوري","ياسين مستحسن","6580",""
"بني ملال -خنيفرة","خنيفرة","خنيفرة","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","لحسن ايت اشو","6077",""
"بني ملال -خنيفرة","خنيفرة","خنيفرة","محلية","حزب جبهة القوى الديمقراطية","عبد العزيز تيتاح","1835",""
"بني ملال -خنيفرة","خنيفرة","خنيفرة","محلية","حزب التقدم والاشتراكية","حسن العمري","1681",""
"بني ملال -خنيفرة","خنيفرة","خنيفرة","محلية","حزب العدالة والتنمية","رشيد هاشيمي","1211",""
"بني ملال -خنيفرة","خنيفرة","خنيفرة","محلية","الحزب الاشتراكي الموحد","سعيد شوقي","751",""
"بني ملال -خنيفرة","خنيفرة","خنيفرة","محلية","تحالف فيدرالية اليسار ","محمد بوتخساين","572",""
"بني ملال -خنيفرة","خنيفرة","خنيفرة","محلية","حزب العمل","على الفهري","563",""
"بني ملال -خنيفرة","خنيفرة","خنيفرة","محلية","حزب البيئة والتنمية المستدامة","عبد الغني امرباح","365",""
"بني ملال -خنيفرة","خنيفرة","خنيفرة","محلية","حزب الأمل","سيدي محمد  احباشي ","257",""
"بني ملال -خنيفرة","خنيفرة","خنيفرة","محلية","حزب الخضر المغربي","حسن غشوي","214",""
"درعة -تافيلالت","الرشيدية","الرشيدية","محلية","حزب التجمع الوطني للأحرار","عمرو اووجيل","24927","1"
"درعة -تافيلالت","الرشيدية","الرشيدية","محلية","حزب الاستقلال","مولاي الحسن بنلفقيه","16014","1"
"درعة -تافيلالت","الرشيدية","الرشيدية","محلية","حزب الأصالة والمعاصرة","عبد الله العمري","14596","1"
"درعة -تافيلالت","الرشيدية","الرشيدية","محلية","حزب الحركة الديمقراطية الاجتماعية","حميد نوغو","13100","1"
"درعة -تافيلالت","الرشيدية","الرشيدية","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","المهدي العالوي","11651","1"
"درعة -تافيلالت","الرشيدية","الرشيدية","محلية","حزب العدالة والتنمية","محمد الدريسي","9747",""
"درعة -تافيلالت","الرشيدية","الرشيدية","محلية","حزب الحركة الشعبية","حمو المرتجي","6809",""
"درعة -تافيلالت","الرشيدية","الرشيدية","محلية","حزب الاتحاد الدستوري","عمرو ودي","6538",""
"درعة -تافيلالت","الرشيدية","الرشيدية","محلية","حزب التقدم والاشتراكية","عمر الزعيم","6401",""
"درعة -تافيلالت","الرشيدية","الرشيدية","محلية","حزب جبهة القوى الديمقراطية","علي تاوشيخت","2104",""
"درعة -تافيلالت","الرشيدية","الرشيدية","محلية","الحزب الاشتراكي الموحد","فريد  قشنى ","643",""
"درعة -تافيلالت","الرشيدية","الرشيدية","محلية","حزب العمل","محمد بورخيس","471",""
"درعة -تافيلالت","الرشيدية","الرشيدية","محلية","حزب الإصلاح والتنمية","لحسن البورخيسي","390",""
"درعة -تافيلالت","الرشيدية","الرشيدية","محلية","حزب البيئة والتنمية المستدامة","سعيد حمدي","233",""
"درعة -تافيلالت","الرشيدية","الرشيدية","محلية","حزب الخضر المغربي","محمد اخويا","141",""
"درعة -تافيلالت","الرشيدية","الرشيدية","محلية","حزب الشورى والاستقلال","محمد قاسيمي","114",""
"الداخلة- وادي الذهب","وادي الذهب","وادي الذهب","محلية","حزب الاستقلال","الخطاط ينجا","11611","1"
"الداخلة- وادي الذهب","وادي الذهب","وادي الذهب","محلية","حزب التجمع الوطني للأحرار","امبارك حمية","6497","1"
"الداخلة- وادي الذهب","وادي الذهب","وادي الذهب","محلية","حزب الأصالة والمعاصرة","الشيخ اعمار","2007",""
"الداخلة- وادي الذهب","وادي الذهب","وادي الذهب","محلية","حزب الأمل","علي البوهالة","1942",""
"الداخلة- وادي الذهب","وادي الذهب","وادي الذهب","محلية","حزب التقدم والاشتراكية","يوسف المبروكي","1745",""
"الداخلة- وادي الذهب","وادي الذهب","وادي الذهب","محلية","حزب المجتمع الديمقراطي","مصطفى بوراس","564",""
"الداخلة- وادي الذهب","وادي الذهب","وادي الذهب","محلية","حزب العدالة والتنمية","عزوها العراك","530",""
"الداخلة- وادي الذهب","وادي الذهب","وادي الذهب","محلية","حزب الوسط الاجتماعي","اسماعيل جمالي","266",""
"الداخلة- وادي الذهب","وادي الذهب","وادي الذهب","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","محمد بوسيف","217",""
"الداخلة- وادي الذهب","وادي الذهب","وادي الذهب","محلية"," حزب النهضة والفضيلة","محمد طويل","215",""
"الداخلة- وادي الذهب","وادي الذهب","وادي الذهب","محلية","حزب البيئة والتنمية المستدامة","عبد الله التدلي","211",""
"الداخلة- وادي الذهب","وادي الذهب","وادي الذهب","محلية","الحزب المغربي الحر","محمد عالي التروزي","172",""
"الداخلة- وادي الذهب","وادي الذهب","وادي الذهب","محلية","حزب الحركة الديمقراطية الاجتماعية","الحسن لحويدك","167",""
"الداخلة- وادي الذهب","وادي الذهب","وادي الذهب","محلية","حزب الديمقراطيين الجدد","حمدي  ميارة","157",""
"الداخلة- وادي الذهب","وادي الذهب","وادي الذهب","محلية","حزب الإصلاح والتنمية","ايوب بنحيمودة","143",""
"الداخلة- وادي الذهب","وادي الذهب","وادي الذهب","محلية","حزب النهضة","مصطفى كيموح","131",""
"الداخلة- وادي الذهب","وادي الذهب","وادي الذهب","محلية","حزب الحرية والعدالة الاجتماعية","رضوان الشيكر","111",""
"الداخلة- وادي الذهب","وادي الذهب","وادي الذهب","محلية","حزب الإنصاف","محمد جلالي","86",""
"الداخلة- وادي الذهب","وادي الذهب","وادي الذهب","محلية","حزب الخضر المغربي","نجلاء جلول","81",""
"الداخلة- وادي الذهب","وادي الذهب","وادي الذهب","محلية","حزب الشورى والاستقلال","محمد الجيلاني","52",""
"الداخلة- وادي الذهب","وادي الذهب","وادي الذهب","محلية","حزب العمل","حسنا ماء العينين","46",""
"الداخلة- وادي الذهب","أوسرد","أوسرد","محلية","حزب الاستقلال","عبد الفتاح اهل المكي","4012","1"
"الداخلة- وادي الذهب","أوسرد","أوسرد","محلية","حزب التجمع الوطني للأحرار","محمد الامين حرمة لله","1812","1"
"الداخلة- وادي الذهب","أوسرد","أوسرد","محلية","حزب الخضر المغربي","سيدي مشنان","1709",""
"الداخلة- وادي الذهب","أوسرد","أوسرد","محلية","حزب التقدم والاشتراكية","محمد بوبكر","117",""
"الداخلة- وادي الذهب","أوسرد","أوسرد","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","خدجونة لخليفي","64",""
"الداخلة- وادي الذهب","أوسرد","أوسرد","محلية","حزب الأمل","امربيه حميدة","51",""
"الداخلة- وادي الذهب","أوسرد","أوسرد","محلية","حزب العدالة والتنمية","لمام بوسيف ","35",""
"الداخلة- وادي الذهب","أوسرد","أوسرد","محلية","الحزب المغربي الحر","حمادو الدليمي","34",""
"الداخلة- وادي الذهب","أوسرد","أوسرد","محلية","حزب الأصالة والمعاصرة","سرحان الاحرش","29",""
"الداخلة- وادي الذهب","أوسرد","أوسرد","محلية","حزب الحركة الديمقراطية الاجتماعية","عمر الدولامي","16",""
"الداخلة- وادي الذهب","أوسرد","أوسرد","محلية","حزب الديمقراطيين الجدد","منصور بابكر","12",""
"الداخلة- وادي الذهب","أوسرد","أوسرد","محلية","حزب النهضة","محمد يحظيه حبت","2",""
"الشرق","وجدة أنكاد","وجدة - أنجاد","محلية","حزب الأصالة والمعاصرة","بديعة الفيلالي","21979","1"
"الشرق","وجدة أنكاد","وجدة - أنجاد","محلية","حزب التجمع الوطني للأحرار","محمد هوار","19678","1"
"الشرق","وجدة أنكاد","وجدة - أنجاد","محلية","حزب الاستقلال","عمر حجيرة","5050","1"
"الشرق","وجدة أنكاد","وجدة - أنجاد","محلية","حزب الاتحاد الاشتراكي للقوات الشعبية","عمر اعنان","3319","1"
"الشرق","وجدة أنكاد","وجدة - أنجاد","محلية","حزب العدالة والتنمية","عبد الله هامل","2871",""
"الشرق","وجدة أنكاد","وجدة - أنجاد","محلية","حزب الحركة الديمقراطية الاجتماعية","ادريس اقديم","2285",""
"الشرق","وجدة أنكاد","وجدة - أنجاد","محلية","حزب الديمقراطيين الجدد","فواز وريز","790",""
"الشرق","وجدة أنكاد","وجدة - أنجاد","محلية","الحزب الاشتراكي الموحد","مصطفى صفصافي","741",""
"الشرق","وجدة أنكاد","وجدة - أنجاد","محلية","حزب الاتحاد الدستوري","محمد بنسعيدي","715",""
"الشرق","وجدة أنكاد","وجدة - أنجاد","محلية","تحالف فيدرالية اليسار ","محمد امباركي","684",""
"الشرق","وجدة أنكاد","وجدة - أنجاد","محلية","حزب الحركة الشعبية","سفيان مرجع","674",""
"الشرق","وجدة أنكاد","وجدة - أنجاد","محلية","حزب التقدم والاشتراكية","هشام بركة","604",""
"الشرق","وجدة أنكاد","وجدة - أنجاد","محلية","حزب الوحدة والديمقراطية","محمد بوغالم","488",""
"الشرق","وجدة أنكاد","وجدة - أنجاد","محلية","حزب الشورى والاستقلال","نوفل الفتوح","300",""
"الشرق","وجدة أنكاد","وجدة - أنجاد","محلية"," حزب النهضة والفضيلة","محمد الدكي","273",""
"الشرق","وجدة أنكاد","وجدة - أنجاد","محلية","حزب الحرية والعدالة الاجتماعية","عبد القادر العمروس","262",""
